votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S305,S345,S393,S362,S389,S363,S311,S378,S057,S346,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391
104,116-1-104,2019-05-08 14:19:00,1/2,Nomination Confirmed,On the Nomination PN173,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,3,0,0,1,1,0,1,0,1,1,1,0,1,3,0,1,0,0,3,1,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
105,116-1-105,2019-05-08 14:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN245,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,3,0,1,0,0,3,1,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
106,116-1-106,2019-05-09 13:45:00,1/2,Nomination Confirmed,On the Nomination PN245,1,0,1,3,1,0,1,3,1,1,0,1,0,1,3,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,3,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,3,0,0,1,0,1,1,1,3,0,0,0,0,1,0,1
107,116-1-107,2019-05-13 17:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN253,1,0,1,0,1,0,1,3,1,1,3,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,3,1,0,1,0,0,0,1,0,1,1,3,0,0,0,3,0,1,0,1
108,116-1-108,2019-05-14 10:46:00,1/2,Nomination Confirmed,On the Nomination PN253,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,3,1,1,1,1,1,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
109,116-1-109,2019-05-14 11:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN373,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,3,1,1,1,1,1,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
110,116-1-110,2019-05-15 17:44:00,1/2,Nomination Confirmed,On the Nomination PN373,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
111,116-1-111,2019-05-15 18:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN254,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
112,116-1-112,2019-05-15 18:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN111,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1
113,116-1-113,2019-05-15 19:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN526,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
114,116-1-114,2019-05-16 12:01:00,1/2,Nomination Confirmed,On the Nomination PN254,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
115,116-1-115,2019-05-16 12:33:00,1/2,Nomination Confirmed,On the Nomination PN111,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
116,116-1-116,2019-05-16 13:44:00,1/2,Nomination Confirmed,On the Nomination PN526,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
117,116-1-117,2019-05-20 17:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN372,1,3,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,0,1,1,3,1,3,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
118,116-1-118,2019-05-21 14:15:00,1/2,Nomination Confirmed,On the Nomination PN372,1,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
119,116-1-119,2019-05-21 14:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN244,1,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
120,116-1-120,2019-05-21 15:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN226,1,0,1,3,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
121,116-1-121,2019-05-21 16:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN243,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
122,116-1-122,2019-05-21 16:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN218,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
123,116-1-123,2019-05-22 16:29:00,1/2,Nomination Confirmed,On the Nomination PN244,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
124,116-1-124,2019-05-22 17:02:00,1/2,Nomination Confirmed,On the Nomination PN226,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
125,116-1-125,2019-05-22 17:22:00,1/2,Nomination Confirmed,On the Nomination PN243,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
126,116-1-126,2019-05-22 17:42:00,1/2,Nomination Confirmed,On the Nomination PN218,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
127,116-1-127,2019-05-23 12:46:00,1/2,Bill Passed,On Passage of the Bill S. 151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,116-1-128,2019-05-23 15:47:00,3/5,Motion Agreed to,"On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 2157, As Amended)",3,1,0,1,0,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
129,116-1-129,2019-05-23 16:15:00,1/2,Bill Passed,On Passage of the Bill H.R. 2157,3,1,1,1,0,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,0,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
130,116-1-130,2019-06-03 17:32:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S. 1332,3,0,1,0,1,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0
131,116-1-131,2019-06-03 18:07:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN94,3,0,1,1,1,0,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,1,1,0,0,1,3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,0,1,3,1,1,0,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,3,0,1,1,1
132,116-1-132,2019-06-04 17:47:00,1/2,Resolution Agreed to,On the Resolution S.Res. 212,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
133,116-1-133,2019-06-04 18:17:00,1/2,Nomination Confirmed,On the Nomination PN94,3,0,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,3,0,1,1,1
134,116-1-134,2019-06-04 18:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN139,3,0,1,1,1,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,1,1
135,116-1-135,2019-06-04 18:53:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN18,3,1,1,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,1,1,1,1
136,116-1-136,2019-06-04 19:10:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN19,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1
137,116-1-137,2019-06-05 11:03:00,1/2,Nomination Confirmed,On the Nomination PN139,3,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,1,1
138,116-1-138,2019-06-05 11:34:00,1/2,Nomination Confirmed,On the Nomination PN18,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
139,116-1-139,2019-06-05 11:55:00,1/2,Nomination Confirmed,On the Nomination PN19,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
140,116-1-140,2019-06-05 12:16:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN74,3,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,3,1,0,1,0,1,1,1,1,1,3,0,1,1,0,1,1,3,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,3,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
141,116-1-141,2019-06-05 13:45:00,1/2,Nomination Confirmed,On the Nomination PN74,3,0,1,0,1,0,1,3,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,3,1,1,0,0,3,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
142,116-1-142,2019-06-05 14:19:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN231,3,0,1,0,1,0,1,3,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,3,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,3,1,1,0,0,3,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,3,0,1,0,1
143,116-1-143,2019-06-05 14:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN210,3,0,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,0,0,3,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,1,0,1
144,116-1-144,2019-06-05 14:58:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN230,3,1,1,0,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0,0,1,1,0,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,0,0,3,1,1,0,1,1,0,1,1,1,1,1,0,1,3,3,1,0,0,1,1,0,1,1,0,0,1,1,1,1,3,0,0,1,3,1,1,0,1
145,116-1-145,2019-06-10 17:30:00,1/2,Nomination Confirmed,On the Nomination PN231,3,0,1,0,1,0,1,0,1,1,1,1,0,3,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,1,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,3,0,1,0,1
146,116-1-146,2019-06-10 18:06:00,1/2,Nomination Confirmed,On the Nomination PN210,3,0,1,1,1,0,1,1,1,1,0,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,1,0,1
147,116-1-147,2019-06-10 18:25:00,1/2,Nomination Confirmed,On the Nomination PN230,3,1,1,0,1,0,1,0,1,1,0,1,0,3,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
148,116-1-148,2019-06-10 18:44:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN241,3,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
149,116-1-149,2019-06-11 16:04:00,1/2,Nomination Confirmed,On the Nomination PN241,3,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
150,116-1-150,2019-06-11 16:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN216,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
151,116-1-151,2019-06-11 16:50:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN237,3,0,1,0,1,0,1,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,3,0,3,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
152,116-1-152,2019-06-11 17:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN252,3,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1
153,116-1-153,2019-06-11 17:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN215,3,0,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1
154,116-1-154,2019-06-11 17:43:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN221,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,3,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
155,116-1-155,2019-06-12 13:45:00,1/2,Nomination Confirmed,On the Nomination PN216,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
156,116-1-156,2019-06-12 14:13:00,1/2,Nomination Confirmed,On the Nomination PN237,3,0,1,0,1,0,1,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,3,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
157,116-1-157,2019-06-12 14:28:00,1/2,Nomination Confirmed,On the Nomination PN252,3,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1
