votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S305,S345,S393,S362,S389,S363,S311,S378,S057,S346,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391
210,116-1-210,2019-07-17 10:59:00,2/3,Resolution of Ratification Agreed to,On the Resolution of Ratification Treaty Doc. 112-1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,116-1-211,2019-07-17 11:43:00,2/3,Resolution of Ratification Agreed to,On the Resolution of Ratification Treaty Doc. 114-1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,116-1-212,2019-07-17 12:14:00,2/3,Resolution of Ratification Agreed to,On the Resolution of Ratification Treaty Doc. 111-8,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,116-1-213,2019-07-17 14:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN227,1,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
214,116-1-214,2019-07-17 14:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN108,1,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
215,116-1-215,2019-07-17 14:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN143,1,0,1,3,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,3,1,0,0,0,0,1,1,0,1
216,116-1-216,2019-07-18 11:32:00,1/2,Nomination Confirmed,On the Nomination PN227,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,3,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1
217,116-1-217,2019-07-18 12:10:00,1/2,Nomination Confirmed,On the Nomination PN108,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,3,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1
218,116-1-218,2019-07-18 13:38:00,1/2,Nomination Confirmed,On the Nomination PN143,1,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,3,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,3,1,0,1,1,1,0,0,0,3,1,1,0,1
219,116-1-219,2019-07-22 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN934,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,3,1,1,1,3,1,0,1,1,1,1,0,1,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1
220,116-1-220,2019-07-23 12:04:00,1/2,Nomination Confirmed,On the Nomination PN934,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
221,116-1-221,2019-07-23 12:36:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN613,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,1
222,116-1-222,2019-07-23 14:37:00,3/5,Amendment Rejected,"On the Amendment S.Amdt. 928 to H.R. 1327 (Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act)",0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
223,116-1-223,2019-07-23 15:10:00,3/5,Amendment Rejected,"On the Amendment S.Amdt. 929 to H.R. 1327 (Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
224,116-1-224,2019-07-23 15:30:00,1/2,Bill Passed,On Passage of the Bill H.R. 1327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,116-1-225,2019-07-24 10:59:00,1/2,Nomination Confirmed,On the Nomination PN613,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
226,116-1-226,2019-07-24 11:37:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN219,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
227,116-1-227,2019-07-24 12:00:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN224,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,3,1,0,1
228,116-1-228,2019-07-24 15:01:00,1/2,Nomination Confirmed,On the Nomination PN219,1,0,1,3,1,0,1,3,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
229,116-1-229,2019-07-24 15:35:00,1/2,Nomination Confirmed,On the Nomination PN224,1,0,1,3,1,0,1,3,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
230,116-1-230,2019-07-25 13:47:00,1/2,Nomination Confirmed,On the Nomination PN588,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,0,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
231,116-1-231,2019-07-29 17:30:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 36,0,1,0,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,3,1,0,0,1,0,3,3,3,0,3,1,0,1,1,0,0,0,3,0,1,1,0,1,3,0,1,1,1,1,0,0,1,1,1,1,1,1,3,3,1,0,1,0,0,0,1,0,0,3,3,1,1,0,0,1,0,1,1,1,3,1,0,0,0,1,1,1,3,1,0,1,1
232,116-1-232,2019-07-29 18:09:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 37,0,1,0,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,3,3,0,3,1,0,0,1,0,3,3,3,0,3,1,0,1,1,0,0,0,3,0,1,1,0,1,3,0,1,1,1,1,0,0,1,1,1,1,1,1,3,3,1,0,1,0,0,0,1,0,0,3,3,1,1,0,0,1,0,1,1,1,3,1,0,0,0,1,1,1,3,1,0,1,1
233,116-1-233,2019-07-29 18:32:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 38,0,1,0,3,0,1,0,1,0,0,1,0,1,0,1,1,1,3,1,1,0,1,0,0,3,0,0,3,1,0,0,1,0,0,3,1,0,3,1,0,1,1,0,0,0,3,0,1,1,0,1,3,0,1,1,1,1,0,0,1,1,1,1,1,1,3,3,1,0,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,3,1,0,0,0,1,1,1,3,1,0,1,1
234,116-1-234,2019-07-29 18:49:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN206,1,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,3,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,3,3,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,3,0,1,1,1,0,0,0,3,0,1,0,1
235,116-1-235,2019-07-29 19:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN208,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,3,3,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,3,1,1,1,1,0,0,1,3,0,1,0,1
236,116-1-236,2019-07-30 11:31:00,1/2,Nomination Confirmed,On the Nomination PN206,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
237,116-1-237,2019-07-30 12:10:00,1/2,Nomination Confirmed,On the Nomination PN208,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,3,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
238,116-1-238,2019-07-30 12:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN204,1,1,1,3,1,0,1,3,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
239,116-1-239,2019-07-30 14:45:00,1/2,Nomination Confirmed,On the Nomination PN204,1,1,1,3,1,0,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
240,116-1-240,2019-07-30 15:23:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN205,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
241,116-1-241,2019-07-30 18:26:00,1/2,Nomination Confirmed,On the Nomination PN205,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,3,1,0,3,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
242,116-1-242,2019-07-30 19:00:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN207,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,3,1,0,3,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
243,116-1-243,2019-07-30 19:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN510,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,3,1,0,3,1,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
244,116-1-244,2019-07-30 19:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN512,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,3,1,0,3,1,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
245,116-1-245,2019-07-30 19:47:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN453,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1
246,116-1-246,2019-07-30 20:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN524,1,1,1,3,1,0,1,3,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,1,1,0,1
247,116-1-247,2019-07-30 20:16:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN566,1,0,1,3,1,0,1,3,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,0,0,1,1,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,3,3,1,1,0,1
248,116-1-248,2019-07-30 20:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN454,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,3,1,0,3,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
249,116-1-249,2019-07-30 20:47:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN780,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1
250,116-1-250,2019-07-30 20:57:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN782,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1
251,116-1-251,2019-07-30 21:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN727,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,1,3,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,3,1,0,3,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,3,3,1,1,0,1
252,116-1-252,2019-07-30 21:37:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN712,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,3,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,1,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,1,3,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
253,116-1-253,2019-07-31 15:03:00,1/2,Nomination Confirmed,On the Nomination PN207,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
254,116-1-254,2019-07-31 15:44:00,1/2,Nomination Confirmed,On the Nomination PN510,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,0,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
255,116-1-255,2019-07-31 16:03:00,1/2,Nomination Confirmed,On the Nomination PN512,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
256,116-1-256,2019-07-31 16:23:00,1/2,Nomination Confirmed,On the Nomination PN454,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
257,116-1-257,2019-07-31 16:39:00,1/2,Nomination Confirmed,On the Nomination PN780,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
258,116-1-258,2019-07-31 16:59:00,1/2,Nomination Confirmed,On the Nomination PN727,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,1,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,0,1,0,0,1,1,1,3,1,1,1,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
259,116-1-259,2019-07-31 17:14:00,1/2,Nomination Confirmed,On the Nomination PN712,1,0,1,3,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,3,1,1,3,1,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
260,116-1-260,2019-08-01 11:01:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 932 to H.R. 3877 (Bipartisan Budget Act of 2019),0,0,1,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1
261,116-1-261,2019-08-01 11:32:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 3877,1,1,1,0,0,1,1,3,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,3,1,1,3,1,0,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,3,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,3,1,1,1,1
262,116-1-262,2019-08-01 11:54:00,1/2,Bill Passed,On Passage of the Bill H.R. 3877,1,1,1,0,0,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,3,1,0,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,3,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,3,1,1,1,1
263,116-1-263,2019-09-09 17:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN713,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,3,1,3,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,3,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
