votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S345,S393,S362,S389,S363,S311,S378,S057,S346,S405,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391,S406
51,116-2-51,2020-02-13 12:39:00,1/2,Motion to Table Agreed to,On the Motion to Table S.Amdt. 1319 to S.J.Res. 68 (No short title on file),0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,
52,116-2-52,2020-02-13 13:37:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 68,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,
53,116-2-53,2020-02-24 17:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN854,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,
54,116-2-54,2020-02-25 11:30:00,1/2,Nomination Confirmed,On the Nomination PN854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
55,116-2-55,2020-02-25 12:10:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
56,116-2-56,2020-02-25 12:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1332,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,3,1,0,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
57,116-2-57,2020-02-25 15:31:00,3/5,Cloture Motion Rejected,On the Cloture Motion S. 3275,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,3,1,0,1,1,1,0,1,1.0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
58,116-2-58,2020-02-25 16:06:00,3/5,Cloture Motion Rejected,On the Cloture Motion S. 311,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,3,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
59,116-2-59,2020-02-25 16:33:00,1/2,Nomination Confirmed,On the Nomination PN1168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
60,116-2-60,2020-02-25 16:51:00,1/2,Nomination Confirmed,On the Nomination PN1332,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,3,0,1,1,3,1,0,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
61,116-2-61,2020-02-25 17:11:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN365,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,3,1,1,1,3,1,1,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
62,116-2-62,2020-02-27 13:47:00,1/2,Nomination Confirmed,On the Nomination PN365,3,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1.0,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
63,116-2-63,2020-03-02 17:32:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed S. 2657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,0,1,1,1,1,3.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,1,1,1,3,1,1,1,1,3,3,3,1,1,1,3,1,1,1,1,
64,116-2-64,2020-03-04 10:32:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S. 2657,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,0,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
65,116-2-65,2020-03-05 11:59:00,1/2,Motion to Table Agreed to,On the Motion to Table S.Amdt. 1506 to H.R. 6074 (No short title on file),1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,3,1,1.0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,
66,116-2-66,2020-03-05 13:44:00,3/5,Bill Passed,On Passage of the Bill H.R. 6074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,
67,116-2-67,2020-03-09 17:32:00,3/5,Cloture Motion Rejected,On the Cloture Motion S.Amdt. 1407 to S. 2657 (Advanced Geothermal Innovation Leadership Act of 2019),1,0,1,0,0,0,1,3,1,0,0,1,0,3,0,0,1,3,1,0,0,1,1,1,0,3,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,0,1.0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,3,0,0,0,0,1,1,0,1,0,0,1,0,1,1,3,0,0,1,3,1,1,0,1,
68,116-2-68,2020-03-09 18:11:00,3/5,Cloture Motion Rejected,On the Cloture Motion S. 2657,1,0,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,1,0,1,1,3,0,0,0,3,0,1,0,1,
69,116-2-69,2020-03-10 17:09:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S.J.Res. 56,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,3,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,3,1,0,1,1,
70,116-2-70,2020-03-11 12:01:00,1/2,Joint Resolution Passed,On the Joint Resolution H.J.Res. 76,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,3,0,1,0,0,1,1,0,1.0,1,1,0,1,3,1,0,0,1,1,1,0,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,3,1,0,1,1,
71,116-2-71,2020-03-12 11:45:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1498,1,0,1,0,1,0,1,0,1,1,0,1,3,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,3,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,3,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
72,116-2-72,2020-03-12 13:46:00,1/2,Nomination Confirmed,On the Nomination PN1498,1,0,1,0,1,0,1,0,1,1,0,1,3,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,3,1,0,1,1,1,0,1,1.0,0,0,3,1,0,0,1,3,0,1,0,1,1,1,0,1,1,3,1,0,0,3,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
73,116-2-73,2020-03-18 12:06:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1556 to H.R. 6201 (Families First Coronavirus Response Act),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,116-2-74,2020-03-18 14:05:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1559 to H.R. 6201 (Families First Coronavirus Response Act),0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,3,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,
75,116-2-75,2020-03-18 14:53:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1558 to H.R. 6201 (Families First Coronavirus Response Act),1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,3,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
76,116-2-76,2020-03-18 15:32:00,3/5,Bill Passed,On Passage of the Bill H.R. 6201,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
77,116-2-77,2020-03-22 18:03:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 748,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,3,1,0,0,0,1.0,0,0,1,1,0,0,3,1,0,1,0,1,1,3,0,1,1,3,1,0,0,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
78,116-2-78,2020-03-23 13:29:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 748,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,3,1,0,0,1,1.0,0,0,1,1,0,0,3,1,0,1,0,1,1,3,0,1,1,0,1,0,0,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
79,116-2-79,2020-03-25 22:41:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1577 to S.Amdt. 1578 to H.R. 748 (Middle Class Health Benefits Tax Repeal Act of 2019),1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,3,1,1,0,1,1.0,0,0,1,1,0,0,3,1,0,1,0,1,1,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,1,
80,116-2-80,2020-03-25 23:17:00,3/5,Bill Passed,On Passage of the Bill H.R. 748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1.0,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,
81,116-2-81,2020-05-04 17:32:00,1/2,Nomination Confirmed,On the Nomination PN1247,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1.0,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,
82,116-2-82,2020-05-06 12:00:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN192,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1.0,1,0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,3,3,1,0,1,
83,116-2-83,2020-05-06 14:06:00,1/2,Nomination Confirmed,On the Nomination PN192,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1.0,1,0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,3,1,0,1,
84,116-2-84,2020-05-07 13:30:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 68,1,1,0,1,0,1,0,1,0,0,3,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.0,1,1,3,1,1,3,1,0,1,0,1,0,0,0,1,0,0,3,0,3,1,0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,1,1,0,1,1,
85,116-2-85,2020-05-11 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1155,3,0,1,1,1,0,1,0,1,1,0,1,0,1,3,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,3,1,1,1,3,1,1.0,1,3,1,1,1,3,1,1,0,1,0,1,1,1,0,1,3,3,3,0,0,1,1,0,1,1,0,0,1,1,1,1,3,0,0,1,0,3,1,0,1,
86,116-2-86,2020-05-12 12:01:00,1/2,Nomination Confirmed,On the Nomination PN1155,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,3,1,1,1,3,1,1.0,1,0,1,1,1,3,1,1,0,1,0,1,1,1,0,1,1,3,3,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
87,116-2-87,2020-05-12 14:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN514,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,1,0,3,1,1,1,1,0,1,1,1,0,1,1,3,3,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
88,116-2-88,2020-05-12 16:29:00,1/2,Nomination Confirmed,On the Nomination PN514,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,1,0,3,1,1,1,1,0,1,1,1,0,1,1,3,3,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
89,116-2-89,2020-05-13 12:15:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1583 to H.R. 6172 (USA FREEDOM Reauthorization Act of 2020),3,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1.0,1,1,1,1,1,3,1,0,1,0,1,1,0,0,1,1,0,3,3,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,
90,116-2-90,2020-05-13 16:20:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1584 to H.R. 6172 (USA FREEDOM Reauthorization Act of 2020),3,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1.0,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,1,0,3,3,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,
91,116-2-91,2020-05-14 11:59:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1586 to H.R. 6172 (USA FREEDOM Reauthorization Act of 2020),3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
92,116-2-92,2020-05-14 13:24:00,3/5,Bill Passed,On Passage of the Bill H.R. 6172,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3.0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,
93,116-2-93,2020-05-18 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1174,3,1,1,1,1,0,1,0,1,1,3,3,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,3,1,1,0,1,1,3,1,0,1,1,1,1,3,3,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
94,116-2-94,2020-05-19 11:57:00,1/2,Nomination Confirmed,On the Nomination PN1174,3,1,1,1,1,0,1,0,1,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
95,116-2-95,2020-05-19 14:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1600,3,0,1,0,1,0,1,0,1,1,3,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,1,
96,116-2-96,2020-05-19 16:38:00,1/2,Nomination Confirmed,On the Nomination PN1600,3,0,1,0,1,0,1,0,1,1,3,3,0,1,0,0,0,1,1,0,1,0,3,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,1,
97,116-2-97,2020-05-20 11:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1438,3,1,1,0,1,0,1,0,1,1,3,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
98,116-2-98,2020-05-20 12:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1346,3,1,1,1,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,3,1,0,1,
99,116-2-99,2020-05-20 15:00:00,1/2,Nomination Confirmed,On the Nomination PN1438,3,1,1,0,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
100,116-2-100,2020-05-20 16:40:00,1/2,Nomination Confirmed,On the Nomination PN1346,3,1,1,1,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,1,0,1,
101,116-2-101,2020-05-21 12:01:00,1/2,Nomination Confirmed,On the Nomination PN1615,3,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,3,0,3,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
102,116-2-102,2020-05-21 13:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1430,3,0,1,0,1,0,1,0,1,1,0,3,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,0,3,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,
