votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S370,S343,S397,S416,S307,S417,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S418,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S345,S362,S406,S389,S363,S311,S378,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S419,S288,S364,S229,S414,S413,S348,S380,S259,S423,S323,S401,S402,S381,S350,S313,S353,S420,S270,S404,S365,S324,S403,S394,S284,S383,S314,S303,S384,S412,S390,S421,S327,S415,S366,S422,S316,S318,S247,S391,S424
96,118-1-96,2023-04-26 12:05:00,1/2,Nomination Confirmed,On the Nomination PN195,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,3.0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,
97,118-1-97,2023-04-26 15:05:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S. 326,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
98,118-1-98,2023-04-26 16:22:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 11,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,3.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
99,118-1-99,2023-04-27 12:30:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S.J.Res. 4,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,3,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
100,118-1-100,2023-04-27 13:27:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN89,1,0,1,0,1,1,0,3,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,3,1,0,1,1,0,0,1,1,3,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,3,1,1,1,0,1,0,
101,118-1-101,2023-05-01 17:26:00,1/2,Nomination Confirmed,On the Nomination PN89,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,3,0,1,3,0,1,1,0,0,1,0,3,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
102,118-1-102,2023-05-02 11:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN97,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,3.0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,
103,118-1-103,2023-05-02 12:25:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN96,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
104,118-1-104,2023-05-02 14:38:00,1/2,Nomination Confirmed,On the Nomination PN97,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,3.0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,
105,118-1-105,2023-05-02 17:02:00,1/2,Nomination Confirmed,On the Nomination PN96,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
106,118-1-106,2023-05-02 17:59:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN180,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
107,118-1-107,2023-05-03 11:29:00,1/2,Nomination Confirmed,On the Nomination PN180,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
108,118-1-108,2023-05-03 12:19:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN163,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
109,118-1-109,2023-05-03 17:32:00,1/2,Joint Resolution Passed,On the Joint Resolution H.J.Res. 39,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,3,1,3.0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,3,1,0,1,0,0,0,0,0,1,1,1,
110,118-1-110,2023-05-03 18:31:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 9,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,3.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
111,118-1-111,2023-05-03 19:18:00,1/2,Nomination Confirmed,On the Nomination PN163,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,3.0,1,0,1,1,0,3,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
112,118-1-112,2023-05-03 19:58:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN289,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,
113,118-1-113,2023-05-04 11:37:00,1/2,Nomination Confirmed,On the Nomination PN289,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,3,1,0,1,1,1,1,1,0,1,0,
114,118-1-114,2023-05-04 12:29:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN68,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,0,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
115,118-1-115,2023-05-04 13:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN39,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,0,3,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,3,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
116,118-1-116,2023-05-09 17:52:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN148,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,3,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,3,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,3,0,1,0,1,1,1,1,1,0,1,1,
117,118-1-117,2023-05-10 11:32:00,1/2,Nomination Confirmed,On the Nomination PN148,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,3,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,1,
118,118-1-118,2023-05-10 12:28:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN156,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3.0,1,0,3,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
119,118-1-119,2023-05-10 14:30:00,1/2,Nomination Confirmed,On the Nomination PN156,1,0,1,0,1,1,0,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,3,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
120,118-1-120,2023-05-10 15:20:00,1/2,Nomination Confirmed,On the Nomination PN68,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,3,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
121,118-1-121,2023-05-10 17:29:00,1/2,Nomination Confirmed,On the Nomination PN39,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,3.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
122,118-1-122,2023-05-11 11:00:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 23,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
123,118-1-123,2023-05-11 12:19:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 24,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
124,118-1-124,2023-05-11 13:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN93,1,0,1,0,1,1,0,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,3,0,0,1,1,0,1,1,0,0,1,0,1,1,3,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
125,118-1-125,2023-05-15 17:32:00,1/2,Nomination Confirmed,On the Nomination PN93,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,3,0,1,0,3,1,1,0,1,0,3,1,1,1,3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
126,118-1-126,2023-05-16 14:28:00,1/2,Joint Resolution Passed,On the Joint Resolution H.J.Res. 42,0,3,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,
127,118-1-127,2023-05-17 11:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN450,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,3,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,3,1,0,3,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,
128,118-1-128,2023-05-17 14:22:00,1/2,Nomination Confirmed,On the Nomination PN450,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,3,0,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,3,1,0,3,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,
129,118-1-129,2023-05-17 15:19:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN455,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,3,1,0,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,
130,118-1-130,2023-05-17 16:55:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 18,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,3,0,1,3,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,
131,118-1-131,2023-05-17 17:57:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN95,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,3,0,1,1,1,1,0,1,1,0,0,0,1,0,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
132,118-1-132,2023-05-18 13:51:00,1/2,Nomination Confirmed,On the Nomination PN95,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,3,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,3,0,0,1,1,1,1,0,1,1,0,0,0,1,0,3,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
133,118-1-133,2023-05-30 17:31:00,1/2,Nomination Confirmed,On the Nomination PN455,1,3,3,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,1.0,3,0,1,3,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,3,1,1,1,1,0,1,1,0,3,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,3,0,1,1,3,1,1,1,1,1,1,1,
134,118-1-134,2023-05-31 14:34:00,1/2,Motion Agreed to,On the Motion (Motion to Proceed to H.J. Res. 45),0,1,3,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,3,1,0,1,3,0,0,0,0,1,0,1,
135,118-1-135,2023-06-01 12:45:00,1/2,Joint Resolution Passed,On the Joint Resolution H.J.Res. 45,0,1,3,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,3,0,0,0,0,1,0,1,
136,118-1-136,2023-06-01 19:30:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 107 to H.R. 3746 (No short title on file),0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1,3.0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,
137,118-1-137,2023-06-01 20:22:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 91 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,0,1,3.0,0,1,0,0,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,
138,118-1-138,2023-06-01 20:38:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 110 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,3.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
139,118-1-139,2023-06-01 20:53:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 125 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,3.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
140,118-1-140,2023-06-01 21:05:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 93 to H.R. 3746 (No short title on file),0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
141,118-1-141,2023-06-01 21:22:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 104 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,3.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
142,118-1-142,2023-06-01 21:36:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 106 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
143,118-1-143,2023-06-01 21:49:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 134 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
144,118-1-144,2023-06-01 22:01:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 98 to H.R. 3746 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
145,118-1-145,2023-06-01 22:18:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 101 to H.R. 3746 (No short title on file),1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,
146,118-1-146,2023-06-01 22:37:00,3/5,Bill Passed,On Passage of the Bill H.R. 3746,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1.0,0,0,1,0,1,3,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,
147,118-1-147,2023-06-06 17:28:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN18,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,3,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,3,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,1,3,1,1,0,1,1,0,3,0,1,0,0,1,1,0,1,0,0,1,1,1,1,3,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
148,118-1-148,2023-06-07 11:35:00,1/2,Nomination Confirmed,On the Nomination PN18,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,3,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
