votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S414,S413,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S415,S366,S316,S318,S247,S391
160,117-2-160,2022-05-05 13:48:00,1/2,Nomination Confirmed,On the Nomination PN1782,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,3,1,1,1,1,1,0,1,3,1,1,1,1,1,3,1,0,1,1,0,3,1,3,1,1,1,1,1,0,1,3,0,1,1,1,1,1,1,1,1
161,117-2-161,2022-05-09 17:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1547,1,0,1,1,1,1,1,0,0,1,1,1,1,3,1,1,3,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,3,1,1,0,1,0,1,3,1,1,0,1,1,1,1,1,1,3,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,3,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1
162,117-2-162,2022-05-10 11:42:00,1/2,Nomination Confirmed,On the Nomination PN1547,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,3,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,1,1,3,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
163,117-2-163,2022-05-10 12:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1551,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,3,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
164,117-2-164,2022-05-10 14:27:00,1/2,Nomination Confirmed,On the Nomination PN1551,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,3,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
165,117-2-165,2022-05-10 15:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1679,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,3,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
166,117-2-166,2022-05-10 18:14:00,1/2,Nomination Confirmed,On the Nomination PN1679,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
167,117-2-167,2022-05-11 11:05:00,1/2,Motion Agreed to,On the Motion (Motion to Discharge: Charlotte N. Sweeney to be U.S. District Judge for the District of Colorado from the Committee on the Judiciary),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
168,117-2-168,2022-05-11 12:02:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1541,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
169,117-2-169,2022-05-11 14:42:00,1/2,Nomination Confirmed,On the Nomination PN1541,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
170,117-2-170,2022-05-11 15:33:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S. 4132,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
171,117-2-171,2022-05-11 16:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1523,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
172,117-2-172,2022-05-11 18:03:00,1/2,Nomination Confirmed,On the Nomination PN1523,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
173,117-2-173,2022-05-11 18:57:00,1/2,Nomination Confirmed,On the Nomination PN1680,1,1,1,1,1,3,1,0,0,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
174,117-2-174,2022-05-12 12:00:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN1542,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
175,117-2-175,2022-05-12 13:01:00,1/2,Nomination Confirmed,On the Nomination PN1601,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
176,117-2-176,2022-05-12 13:48:00,1/2,Nomination Confirmed,On the Nomination PN1522,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,3,1,1,1,1,0,1,0,1,1
177,117-2-177,2022-05-16 17:34:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed H.R. 7691,1,1,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,3,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,0,3,1,1,1,1,1,1,1
178,117-2-178,2022-05-17 16:03:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 7691,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1
179,117-2-179,2022-05-17 16:51:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1484,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
180,117-2-180,2022-05-17 17:35:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1510,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,3,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
181,117-2-181,2022-05-17 18:13:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1486,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,3,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0
182,117-2-182,2022-05-18 11:46:00,1/2,Nomination Confirmed,On the Nomination PN1484,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
183,117-2-183,2022-05-18 12:40:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1573,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,3,0,0,3,1,1,1,1,0,1,0
184,117-2-184,2022-05-18 15:01:00,1/2,Nomination Confirmed,On the Nomination PN1573,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
185,117-2-185,2022-05-18 15:50:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1583,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,3,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
186,117-2-186,2022-05-18 17:58:00,1/2,Nomination Confirmed,On the Nomination PN1583,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,3,1,0,0,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,3,1,0,0,0,0,3,1,1,1,1,0,1,0
187,117-2-187,2022-05-18 18:54:00,1/2,Nomination Confirmed,On the Nomination PN1510,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,3
188,117-2-188,2022-05-18 19:30:00,1/2,Nomination Confirmed,On the Nomination PN1486,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
189,117-2-189,2022-05-18 20:03:00,1/2,Nomination Confirmed,On the Nomination PN1367,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
190,117-2-190,2022-05-19 11:46:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 7691,1,1,1,0,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1
191,117-2-191,2022-05-19 12:31:00,1/2,Bill Passed,On Passage of the Bill H.R. 7691,1,1,1,0,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1
192,117-2-192,2022-05-19 13:55:00,3/5,Cloture Motion Rejected,On the Cloture Motion S. 4008,1,0,1,0,1,1,1,0,0,3,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,1,1,0
193,117-2-193,2022-05-19 14:24:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1748,1,0,1,0,1,0,1,0,3,3,0,1,0,1,1,1,3,1,1,0,1,0,3,0,0,0,1,1,3,1,0,1,1,0,0,3,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,1,0,1,1,3,0,1,1,3,1,1,1,1,1,0,1,3,1,0,0,3,3,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,3,0,0,3,1,1,1,1,0,1,3
194,117-2-194,2022-05-24 14:31:00,1/2,Nomination Confirmed,On the Nomination PN1748,1,0,1,0,1,0,1,3,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,3,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0
195,117-2-195,2022-05-24 15:14:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1758,1,0,1,0,1,1,1,3,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,0,3,1,3,1,1,0,1,1,1,0,0,1,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0
196,117-2-196,2022-05-24 18:01:00,1/2,Nomination Confirmed,On the Nomination PN1758,1,0,1,0,1,1,1,3,0,1,0,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,0,3,1,1,1,1,0,1,1,1,0,0,1,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0
197,117-2-197,2022-05-24 18:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1482,1,0,1,0,1,0,1,3,0,1,1,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,3,3,0,3,1,1,1,1,0,1,0
198,117-2-198,2022-05-24 19:23:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1509,1,0,1,0,1,0,1,3,0,1,0,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,3,3,0,3,3,1,1,1,0,1,0
199,117-2-199,2022-05-24 19:51:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1481,1,0,1,0,1,0,1,3,0,1,0,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,3,3,0,3,1,1,1,1,0,1,0
200,117-2-200,2022-05-25 11:07:00,1/2,Nomination Confirmed,On the Nomination PN1482,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,0,3,1,1,1,1,0,1,0,3,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
201,117-2-201,2022-05-25 11:54:00,1/2,Nomination Confirmed,On the Nomination PN1509,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,3,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
202,117-2-202,2022-05-25 12:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1518,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,3,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
203,117-2-203,2022-05-25 14:29:00,1/2,Nomination Confirmed,On the Nomination PN1518,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
204,117-2-204,2022-05-25 15:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1562,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,3,1,0,1,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,3,0,1,0
205,117-2-205,2022-05-25 18:12:00,1/2,Nomination Confirmed,On the Nomination PN1562,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,3,1,0,1,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,3,0,3,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
206,117-2-206,2022-05-25 19:03:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1595,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,0,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
207,117-2-207,2022-05-25 19:35:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN955,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,3,1,1,1,1,1,1,1
208,117-2-208,2022-05-25 20:21:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1594,1,0,1,0,1,3,1,0,0,1,0,1,1,1,1,1,0,1,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,1
209,117-2-209,2022-05-25 21:23:00,1/2,Nomination Confirmed,On the Nomination PN1600,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,0,1,3,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
210,117-2-210,2022-05-26 11:33:00,3/5,Cloture Motion Rejected,On the Cloture Motion H.R. 350,1,0,1,3,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0
211,117-2-211,2022-05-26 12:26:00,1/2,Joint Resolution Defeated,On the Joint Resolution S.J.Res. 46,0,1,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,3,1,3,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,3,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,3,0,0,0,0,1,0,1
212,117-2-212,2022-05-26 13:48:00,1/2,Nomination Confirmed,On the Nomination PN492,1,1,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,3,1,1,1,1,0,1,3,1,1,1,1,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
213,117-2-213,2022-06-06 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1002,1,0,1,0,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,3,1,1,0,1,1,3,1,1,3,1,0,1,0,1,1,0,1,1,3,1,3,1,1,3,3,0,1,1,1,0,1,1,1,3,1,1,1,3,0,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,3
