votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S414,S413,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S415,S366,S316,S318,S247,S391
54,117-2-54,2022-02-14 18:00:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1593,1,0,1,0,0,1,1,0,0,1,1,1,3,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,0,1,1,1,3,0,0,0,1,1,3,1,1,0,1,0,3,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
55,117-2-55,2022-02-15 12:01:00,1/2,Nomination Confirmed,On the Nomination PN1593,1,0,1,0,0,1,1,0,0,1,1,1,3,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,3,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,2,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0
56,117-2-56,2022-02-16 11:35:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN730,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,1,1,3,1,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,0,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1
57,117-2-57,2022-02-16 12:16:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1001,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
58,117-2-58,2022-02-16 15:50:00,1/2,Nomination Confirmed,On the Nomination PN730,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,1,1,3,1,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,0,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
59,117-2-59,2022-02-16 16:29:00,1/2,Nomination Confirmed,On the Nomination PN1001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
60,117-2-60,2022-02-17 12:59:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 6617,1,1,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,0,1,3,0,1,1,0,1,1,1,0,1,0,0,1,3,1,1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
61,117-2-61,2022-02-17 17:17:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 4929 to H.R. 6617 (Further Additional Extending Government Funding Act),0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,3,1,0,3,1,1,0,1,0,0,0,1,1,3,1,0,3,1,0,0,1,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
62,117-2-62,2022-02-17 17:55:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 4927 to H.R. 6617 (Further Additional Extending Government Funding Act),0,1,0,1,0,0,0,1,1,0,3,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,3,1,0,3,1,1,0,1,0,0,0,1,1,3,1,0,3,1,0,0,1,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
63,117-2-63,2022-02-17 18:12:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 4930 to H.R. 6617 (Further Additional Extending Government Funding Act),0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,3,1,0,3,1,1,0,1,0,0,0,1,1,3,1,0,3,1,0,0,1,0,1,3,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,3,3,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
64,117-2-64,2022-02-17 18:29:00,3/5,Bill Passed,On Passage of the Bill H.R. 6617,1,1,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,0,1,3,0,1,1,0,1,1,1,0,1,3,0,1,3,1,1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,3,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
65,117-2-65,2022-02-28 17:45:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 3755,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,0,1,0,1,1,1,0,0,3,0,1,1,3,1,1,0,1,0,3,0,0,1,0,0,1,1,0,0,1,1,1,1,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,3,1,1,0,1,0
66,117-2-66,2022-02-28 18:28:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed H.R. 3076,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,3,0,1,1,3,1,1,0,1,0,3,0,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,3,1,1,1,1,1
67,117-2-67,2022-03-02 14:30:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 32,3,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,3,1,0,1,1,1,0,1,0,0,0,1,1,3,1,0,0,1,0,3,1,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,3,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,3,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
68,117-2-68,2022-03-03 14:07:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 38,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,3,1,0,1,1,1,0,1,0,0,0,1,1,3,1,0,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,3,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
69,117-2-69,2022-03-07 17:33:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 3076,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,0,1,1,3,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,1,1,0,1,0,1,1,0,3,1,0,1,1,1,3,1,1,1,3,0,1,1,1,1,1,1,1,1
70,117-2-70,2022-03-08 17:05:00,3/5,Motion Agreed to,On the Motion (Motion to Waive Sect. 3101 (b) of S. Con. Res. 11 (114th Congress)),1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,3,1,1,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
71,117-2-71,2022-03-08 17:57:00,1/2,Bill Passed,On Passage of the Bill H.R. 3076,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,3,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
72,117-2-72,2022-03-08 18:24:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1053,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,0,3,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
73,117-2-73,2022-03-10 16:24:00,1/2,Motion to Discharge Rejected,On the Motion to Discharge S.J.Res. 35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,117-2-74,2022-03-10 17:12:00,1/2,Nomination Confirmed,On the Nomination PN1053,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,3,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
75,117-2-75,2022-03-10 20:33:00,1/2,Amendment Rejected,"On the Amendment S.Amdt. 4989 to H.R. 2471 (Haiti Development, Accountability, and Institutional Transparency Initiative Act)",0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
76,117-2-76,2022-03-10 21:17:00,1/2,Amendment Rejected,"On the Amendment S.Amdt. 4990 to H.R. 2471 (Haiti Development, Accountability, and Institutional Transparency Initiative Act)",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,3,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
77,117-2-77,2022-03-10 21:36:00,3/5,Amendment Rejected,"On the Amendment S.Amdt. 4983 to H.R. 2471 (Haiti Development, Accountability, and Institutional Transparency Initiative Act)",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
78,117-2-78,2022-03-10 21:55:00,3/5,Motion Agreed to,On the Motion (Senate Concurs in the House Amendment to the Senate Amendment to H.R. 2471),1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,3,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
79,117-2-79,2022-03-14 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1437,1,0,1,0,3,1,1,0,0,1,3,1,0,1,1,1,1,1,1,0,3,0,1,0,0,0,3,1,0,3,0,1,1,1,3,1,0,1,1,1,1,1,0,0,1,1,3,1,3,0,1,0,1,0,1,1,0,0,1,1,3,1,1,1,3,1,0,1,3,1,0,3,1,0,0,1,0,3,1,0,0,3,1,1,1,1,1,1,0,0,3,0,1,1,1,1,1,3,1,0
80,117-2-80,2022-03-15 16:04:00,1/2,Nomination Confirmed,On the Nomination PN1437,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,3,1,0,3,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
81,117-2-81,2022-03-15 17:30:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 37,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,3,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,3,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
82,117-2-82,2022-03-16 11:54:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1498,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,3,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1
83,117-2-83,2022-03-16 12:42:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1485,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,3,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
84,117-2-84,2022-03-16 15:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1503,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1
85,117-2-85,2022-03-16 15:54:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1495,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,3,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
86,117-2-86,2022-03-16 18:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1505,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
87,117-2-87,2022-03-16 19:29:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1479,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
88,117-2-88,2022-03-16 19:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1497,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
89,117-2-89,2022-03-16 20:10:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1500,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
90,117-2-90,2022-03-16 20:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1496,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
91,117-2-91,2022-03-16 20:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1507,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
92,117-2-92,2022-03-16 20:54:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1511,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0
93,117-2-93,2022-03-16 21:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1381,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,1,1,0,1,3,0,1,1,1,1,1,0,1,0
94,117-2-94,2022-03-17 23:51:00,1/2,Nomination Confirmed,On the Nomination PN1498,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1
95,117-2-95,2022-03-17 12:40:00,1/2,Nomination Confirmed,On the Nomination PN1485,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,3,0,0,1,1,1,1,1,0,1,0
96,117-2-96,2022-03-17 13:45:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1504,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,3,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,3,3,0,1,1,1,0,1,0,3,0,0,1,1,1,1,1,0,1,0
97,117-2-97,2022-03-21 17:31:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 4521,1,0,1,0,1,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,3,0,1,1,1,3,1,0,1,3,0,1,1,1,1,1,1,1,1
98,117-2-98,2022-03-22 15:55:00,1/2,Nomination Confirmed,On the Nomination PN1503,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,3,0,1,1,1,3,1,0,1,0,0,1,1,1,1,1,0,1,1
99,117-2-99,2022-03-22 17:59:00,1/2,Nomination Confirmed,On the Nomination PN1495,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,3,1,0,0,0,0,1,1,1,1,1,0,1,0
100,117-2-100,2022-03-23 10:37:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 4521,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,3,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
101,117-2-101,2022-03-23 14:30:00,1/2,Nomination Confirmed,On the Nomination PN1505,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
102,117-2-102,2022-03-23 19:02:00,1/2,Nomination Confirmed,On the Nomination PN1479,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
103,117-2-103,2022-03-23 19:53:00,1/2,Nomination Confirmed,On the Nomination PN1497,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
104,117-2-104,2022-03-23 20:16:00,1/2,Nomination Confirmed,On the Nomination PN1507,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
105,117-2-105,2022-03-23 20:35:00,1/2,Nomination Confirmed,On the Nomination PN1511,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
106,117-2-106,2022-03-23 20:50:00,1/2,Nomination Confirmed,On the Nomination PN1504,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,3,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
